No,Category,Subcategory,Brand,Product_Name,Price_VND,Reviews,Rating,Fragrance_Type,Claim,Platform,Brand_Origin,Price_Tier,Brand_Status,Product_Category
92.0,Personal Care Fragrance,Shampoo,Watsons,Watsons Rose & Evening Primrose Treatment Shampoo 700ml,86000.0,102.0,5.0,Floral,"Nourishes and moisturizes dry, dull hair to restore silky smoothness and shine.",Watsons,International,Mass,Established,Shampoo
93.0,Personal Care Fragrance,Shampoo,MEGUMI,50 Megumi Hair Fall Control Shampoo 250ml,167000.0,227.0,4.7,Fresh / Clean / Herbal,Reduces hair loss and strengthens hair roots with 50 precious nourishing ingredients.,Tiki,International,Affordable Premium,Established,Shampoo
94.0,Personal Care Fragrance,Shampoo,Dr.FORHAIR,Dr.ForHair Shampoo for Reducing Hair Breakage and Promoting Hair Growth 500ml,580000.0,5.0,4.8,Fruity / Citrus,"Deep scalp sebum clearance, follicle anchoring technology",Hasaki,International,Premium,Established,Shampoo
95.0,Personal Care Fragrance,Shampoo,L'Oréal Paris,Fall Resist 3X Anti-Hair Fall (620ml),209000.0,11.0,4.8,Floral / Fresh / Clean,"Arginine root nourishment, hair fiber reinforcement",Hasaki,International,Mass,Established,Shampoo
96.0,Personal Care Fragrance,Shampoo,Selsun,Anti-Dandruff 1% Selenium Sulfide (250ml),228000.0,8.0,5.0,Fresh / Clean,"Inhibits epithelial tissue growth, controls severe fungal dandruff",Watsons,International,Mass,Established,Shampoo
97.0,Personal Care Fragrance,Shampoo,Weilaiya,Weilaiya Zingiber Shampoo 450ml,650000.0,0.0,,Herbal,"Ginger-infused shampoo for scalp cleansing, refreshing sensation, and oil control",Weilaiya,International,Premium,Emerging,Shampoo
98.0,Personal Care Fragrance,Shampoo,COCAYHOALA,Organic Ginger & Lemongrass Shampoo (Gel gội hữu cơ Gừng Sả 500g),425000.0,1.0,4.0,Fruity / Citrus,"Deeply cleanses the scalp, reduces oiliness, and eliminates greasiness",Tiki,Local,Premium,Emerging,Shampoo
99.0,Personal Care Fragrance,Shampoo,Clear,CLEAR 9 Traditional Herbal Shampoo 630g (612ml),223000.0,21.0,5.0,Herbal,Removes and prevents stubborn dandruff; 48-hour itch-free scalp; reduces hair breakage by over 90%,Watsons,International,Affordable Premium,Established,Shampoo
100.0,Personal Care Fragrance,Shampoo,CHANDO,Himalaya Oil Control & Volumizing Shampoo 600g,485000.0,0.0,,Fruity / Citrus,"72-hour scalp oil control with an instant, lightweight root lift for fluffy hair.",Watsons,International,Premium,Emerging,Shampoo
,Origin,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,International,80,0.8,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Local,20,0.2,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Brand Status,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Established,78,0.78,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Emerging,22,0.22,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Price Tier,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Mass,48,0.48,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Affordable Premium,42,0.42,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Premium,10,0.1,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Fragrance Note,Mentions,% of Total,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Fresh / Clean,40,0.2721088435,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Herbal,34,0.231292517,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Floral,28,0.1904761905,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Fruity,18,0.1682242991,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Sweet / Gourmand,16,0.2191780822,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Citrus,8,0.1777777778,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Woody,3,0.1111111111,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Oud,0,0,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Spa-inspired,0,0,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Powdery,0,0,nan,,,,nan,,nan,nan,nan,nan,Shampoo
,Brand,Product Count,% of Total,Avg Rating,,,,nan,,nan,nan,nan,nan,Shampoo
,Yves Rocher,8,0.1481481481,4.9,12000.0,,,nan,,nan,nan,nan,nan,Shampoo
,Pantene,7,0.1296296296,4.914285714,28392.0,,,nan,,nan,nan,nan,nan,Shampoo
,Salon Link,7,0.1296296296,5,1918.0,,,nan,,nan,nan,nan,nan,Shampoo
,Nguyen Xuan,6,0.1111111111,4.883333333,12143.0,,,nan,,nan,nan,nan,nan,Shampoo
,Palmolive,6,0.1111111111,4.7,64200.0,,,nan,,nan,nan,nan,nan,Shampoo
,L'Oréal Paris,5,0.09259259259,4.78,37711.0,,,nan,,nan,nan,nan,nan,Shampoo
,Girlz Only,5,0.09259259259,4.9,244175.0,,,nan,,nan,nan,nan,nan,Shampoo
,Lashe Superfood,4,0.07407407407,4.8,96000.0,,,nan,,nan,nan,nan,nan,Shampoo
,Clear,3,0.05555555556,4.8,27321.0,,,nan,,nan,nan,nan,nan,Shampoo
,TRESemmé,3,0.05555555556,4.8,1395.0,,,nan,,nan,nan,nan,nan,Shampoo
1.0,Personal Care Fragrance,Body Lotion,Nivea,Nivea Extra Bright Repair & Protect Body Lotion (350ml),159000.0,19000.0,4.7,Fruity,"Skin brightening, Sun protection, Skin barrier repair, Deep moisture",Tiktok shop,International,Mass,Established,Body Lotion
2.0,Personal Care Fragrance,Body Lotion,Nivea,Nivea Extra Bright Radiant & Smooth Body Lotion (350ml),159000.0,19000.0,4.7,Fruity / Floral,"Skin brightening, Smoothing, Skin tone evening, Deep moisture",Tiktok shop,International,Mass,Established,Body Lotion
3.0,Personal Care Fragrance,Body Lotion,Nivea,Nivea Extra Bright Night Nourish Body Lotion (350ml),159000.0,19000.0,4.7,Floral / Powdery,"Nighttime skin regeneration, Skin brightening, Deep nourishment, Skin tone evening",Tiktok shop,International,Mass,Established,Body Lotion
4.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Healthy Bright Perfect Youth Pro-Retinol Complex Body Lotion (350ml),147273.0,1100.0,4.8,Floral / Powdery,"Anti-aging, Wrinkle improvement, Skin rejuvenation, Skin brightening, 10-in-1 benefits",Tiktok shop,International,Mass,Established,Body Lotion
5.0,Personal Care Fragrance,Body Lotion,Five Grains,Five Grains Niacinamide Alpha-Arbitun Body Wash & Night Body Lotion Combo 500ml,258000.0,430.0,4.7,Fruity / Sweet / Gourmand,"Cleanses, deeply hydrates, nourishes skin overnight, and restores dry, dull skin tones.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
6.0,Personal Care Fragrance,Body Lotion,SADOER,SADOER Collagen Anti-Aging Body Lotion 300g,121340.0,94.0,5.0,Sweet / Gourmand,"Prevents aging, whitens skin, effectively softens, and helps skin look younger.",Lazada,International,Mass,Established,Body Lotion
7.0,Personal Care Fragrance,Body Lotion,SADOER,SADOER Nourishing Coconut Oil Body Lotion 300ml,120350.0,105.0,5.0,Sweet / Gourmand / Fruity,"Instantly brightens skin tone, whitens, and deeply moisturizes all skin types.",Lazada,International,Mass,Established,Body Lotion
8.0,Personal Care Fragrance,Body Lotion,Naturie,Naturie Hatomugi The Body Milk 400ml Moisturizing & Conditioning,150000.0,80.0,5.0,Fresh / Clean,"Deeply moisturizes, conditions, and brightens the skin using natural Coix seed (Job's tears) extract.",Lazada,International,Mass,Established,Body Lotion
9.0,Personal Care Fragrance,Body Lotion,KORMESIC,KORMESIC Vaseline Moisturizing Brighten Body Lotion 500ml,119050.0,66.0,5.0,Fresh / Clean,"Nourishes, smoothes, balances uneven skin tones, strengthens the skin barrier, and provides UV protection.",Lazada,International,Mass,Emerging,Body Lotion
10.0,Personal Care Fragrance,Body Lotion,Alpha Arbutin,Alpha Arbutin 3 Plus Collagen Lotion 500ml,20000.0,123.0,4.9,Floral/ Fruity / Sweet / Gourmand,"Provides deep whitening, instant 2-3 tone brightness, supplies collagen, anti-aging benefits, fades dark spots, and deeply hydrates.",Lazada,International,Mass,Established,Body Lotion
11.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Intensive Care Soothing Hydration Body Lotion 725ml,250000.0,56.0,5.0,Fresh / Clean / Herbal,"Formulated with a non-greasy triple hydration complex (Aloe Vera, Glycerin, Vaseline Jelly) to deeply nourish, soothe, and refresh dry skin without stickiness.",Lazada,International,Mass,Established,Body Lotion
12.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Healthy Bright Daily Brightening Serum In Lotion 725ml,250000.0,56.0,5.0,Floral / Powdery / Sweet / Gourmand,"Provides 48-hour long-lasting moisturization and evens skin tone using a Niacinamide-enriched serum-in-lotion formula for soft, smooth skin.",Lazada,International,Mass,Established,Body Lotion
13.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Intensive Care Cocoa Radiant Body Lotion 725ml,250000.0,56.0,5.0,Sweet / Gourmand,Nourishes dry skin for a natural glow using pure cocoa butter without feeling greasy.,Lazada,International,Mass,Established,Body Lotion
14.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Intensive Care Essential Healing Body Lotion 725ml,250000.0,56.0,5.0,Fresh / Clean / Floral,Keeps dry skin nourished for 3 weeks and deeply moisturizes without feeling greasy.,Lazada,International,Mass,Established,Body Lotion
15.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Intensive Care Advanced Repair Body Lotion 725ml,250000.0,56.0,5.0,Fresh / Clean,"Soothes dry skin and provides deep, clinically proven moisture without feeling greasy.",Lazada,International,Mass,Established,Body Lotion
16.0,Personal Care Fragrance,Body Lotion,Purité,Purité Natural Body Lotion Cherry Blossom 250ml,121000.0,398.0,4.9,Floral / Fruity / Sweet / Gourmand,"Smooths and brightens skin naturally while leaving a long-lasting, gentle French-inspired floral fragrance.",Lazada,Local,Affordable Premium,Established,Body Lotion
17.0,Personal Care Fragrance,Body Lotion,Purité,Purité Natural Body Lotion Rose 250ml,121000.0,398.0,4.9,Floral,"Infused with olive oil extracts and 100% natural essential oils to deeply moisturize, soften, and leave skin elegantly scented.",Lazada,Local,Affordable Premium,Established,Body Lotion
18.0,Personal Care Fragrance,Body Lotion,Purité,Purité Natural Body Lotion Royal Jelly & Cherry Blossom 250ml,121000.0,398.0,4.9,Floral / Sweet /Gourmand,Combines moisturizing royal jelly with cherry blossom extracts to provide intensive nourishment and natural skin-brightening properties.,Lazada,Local,Affordable Premium,Established,Body Lotion
19.0,Personal Care Fragrance,Body Lotion,Hatomugi,Reihaku Hatomugi Sunscreen Body Lotion 250ml,245000.0,94.0,5.0,Fresh / Clean,Provides a dual-action formula that moisturizes the body while delivering SPF31 PA+++ daily UV sun protection using natural Coix seed extract.,Lazada,International,Mass,Established,Body Lotion
20.0,Personal Care Fragrance,Body Lotion,Hatomugi,Reihaku Hatomugi Tone Up UV Milky Gel SPF31 PA+++ 250ml,245000.0,94.0,5.0,Fresh / Clean,Offers UV care and instant skin tone-up brightening while keeping the skin deeply moisturized with natural Coix seed extract.,Lazada,International,Mass,Established,Body Lotion
21.0,Personal Care Fragrance,Body Lotion,DrCeutics,DrCeutics Niacinamide 10% + α-Arbutin 2% Body Lotion Healthy White 200g,440000.0,1300.0,4.5,Fresh / Clean,"Brightens skin, improves uneven skin tone, fades dark spots, reduces wrinkles, and enhances skin elasticity.",Tiktok shop,Local,Affordable Premium,Established,Body Lotion
22.0,Personal Care Fragrance,Body Lotion,Mincer Pharma,MINCER EST. PHARMA 1989 Vita C Infusion Body Lotion No.623 250ml,590000.0,1400.0,4.7,Citrus / Fresh / Clean,"Whitens skin, provides sun-recovery relief for sunburnt skin, deeply moisturizes, and absorbs rapidly without leaving a sticky residue.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
23.0,Personal Care Fragrance,Body Lotion,Vaseline,Vaseline Healthy Bright Instant Radiance UV Lightening Body Lotion 320ml,147273.0,5800.0,4.7,Floral / Fruity,"Formulated with micro-reflectors for 4x instant brighter skin, niacinamide to even out skin tone, and triple sunscreens to protect against UV damage.",Tiktok shop,International,Mass,Established,Body Lotion
24.0,Personal Care Fragrance,Body Lotion,Snail Gold,Snail Gold Arbutin Mix Berry Body Lotion 500ml,318000.0,8800.0,4.8,Fruity / Sweet / Gourmand,"Combines snail secretion filtrate, gold extract, alpha arbutin, and mixed berry extracts to deeply moisturize, improve texture, fade dark spots, and restore dry, dull skin to a radiant glow.",Tiktok shop,International,Mass,Established,Body Lotion
25.0,Personal Care Fragrance,Body Lotion,Olay,Olay Bodyscience B3+ Peptide Nourishing Body Lotion Lily 260g,339000.0,874.0,4.5,Floral / Fresh / Clean,"Infused with 99% pure Niacinamide (Vitamin B3) and Pro-B5 Panthenol to deeply hydrate, enhance the skin barrier, and reveal radiant skin in 14 days.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
26.0,Personal Care Fragrance,Body Lotion,Olay,Olay Bodyscience B3+ Hyaluronic Acid Brightening Body Lotion Deep Forest Berry 260g,339000.0,874.0,4.5,Fruity / Sweet / Gourmand,"Combines stable Vitamin C and Niacinamide to deliver intensive brightening and antioxidant care, leaving skin luminous and smooth.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
27.0,Personal Care Fragrance,Body Lotion,CeraVe,CeraVe Daily Moisturizing Lotion 473ml,515000.0,273.0,4.7,Fresh / Clean,Formulated with 3 essential ceramides and hyaluronic acid to moisturize and help restore the protective skin barrier of the face and body.,Tiktok shop,International,Affordable Premium,Established,Body Lotion
28.0,Personal Care Fragrance,Body Lotion,Alpha Arbutin,Alpha Arbutin 5Plus+ Vit C Collagen Body Serum 500ml,358000.0,10000.0,4.8,Fruity / Citrus / Sweet / Gourmand,"Combines premium Alpha Arbutin, Vitamin C, and Collagen to intensely whiten skin, smooth out texture, and recover sun-damaged body tissue.",Tiktok shop,International,Mass,Established,Body Lotion
29.0,Personal Care Fragrance,Body Lotion,The Cafuné,The Cafuné Whitening & Soften Body Lotion 250g,280000.0,12200.0,4.6,Sweet / Gourmand,"Formulated with Niacinamide and Alpha Arbutin to provide an intensive skin-brightening effect, combat aging, and soften all skin types with a paraben-free natural ingredient blend.",Tiktok shop,Local,Mass,Established,Body Lotion
30.0,Personal Care Fragrance,Body Lotion,Eucerin,Eucerin Spotless Brightening Body Lotion 250ml,392000.0,65.0,4.7,Fresh / Clean,"Features patented Thiamidol to effectively reduce dark spots and brighten skin tone, while deeply hydrating to restore and unify skin appearance.",Tiktok shop,International,Premium,Established,Body Lotion
31.0,Personal Care Fragrance,Body Lotion,Bielenda,Bielenda Bio Vitamin C Skin Vitality Booster Effect Moisturizing & Energizing Body Milk 400ml,690000.0,177.0,4.7,Citrus / Fresh / Clean,"Features a 98% natural origin ingredient base that hydrates, revitalizes, and boosts skin energy using raw Acerola cherry, Kakadu plum, and Citrus water extracts.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
32.0,Personal Care Fragrance,Body Lotion,Bielenda,Bielenda Bio Vitamin C Skin Radiance Booster Effect Moisturizing & Brightening Body Milk 400ml,710000.0,177.0,4.7,Floral / Citrus,"Formulated with a 93% natural origin base combining Acerola cherry, Kakadu plum, and Niacinamide to target dark spots, intensely brighten uneven skin tone, and deeply moisturize.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
33.0,Personal Care Fragrance,Body Lotion,Bielenda,Bielenda Bio Vitamin C Skin Radiance Booster Effect Moisturizing & UV Protective Body Milk SPF 30 250ml,970000.0,177.0,4.7,Citrus / Fresh / Clean,"Provides daily defense against UV radiation with SPF 30 while utilizing natural Acerola cherry and Kakadu plum extracts to moisturize, prevent sun spots, and maintain a bright, luminous skin tone.",Tiktok shop,International,Affordable Premium,Established,Body Lotion
34.0,Personal Care Fragrance,Body Lotion,Retinol,Retinol Premium Repair and Care Reneskin Tone Up Body Cream 1kg,450000.0,2500.0,4.7,Powdery,"Formulated with Retinol to support skin barrier repair, deliver high-performance skin tone-up brightening, and reverse signs of aging across the body.",Tiktok shop,Local,Mass,Emerging,Body Lotion
35.0,Personal Care Fragrance,Body Lotion,OCELEIYA,OCELEIYA Squalane Cloud Scented Body Lotion Blue Bell Fragrance 268ml,190000.0,8100.0,4.6,Floral / Fresh / Clean,"Formulated with Squalane to provide deep, non-sticky daytime and nighttime hydration, absorb within 3 seconds, prevent dryness, and leave full-body skin soft and smooth.",Tiktok shop,Local,Mass,Emerging,Body Lotion
36.0,Personal Care Fragrance,Body Lotion,OCELEIYA,OCELEIYA Squalane Cloud Scented Body Lotion Paris in Reverse Fragrance 268ml,190000.0,8100.0,4.6,Floral / Woody,"Infused with moisture-locking Squalane and an upscale Paris-inspired fine fragrance to deliver non-greasy, deep body hydration with a 6-hour scent retention.",Tiktok shop,Local,Mass,Emerging,Body Lotion
37.0,Personal Care Fragrance,Body Lotion,OCELEIYA,OCELEIYA Squalane Cloud Scented Body Lotion Noir Corbeau Fragrance 268ml,190000.0,8100.0,4.6,Woody / Sweet / Gourmand,"Infused with moisture-locking Squalane and a bold, deep fine fragrance inspired by luxury perfumes to restore skin softness with zero sticky residue.",Tiktok shop,Local,Mass,Emerging,Body Lotion
38.0,Personal Care Fragrance,Body Lotion,Museday,Body Lotion Toneup Museday 100g,250000.0,198.0,4.7,Fresh / Clean / Herbal,"Provides instant skin tone-up brightening, deeply softens, and actively supports skin whitening and moisturization.",Tiktok shop,Local,Mass,Emerging,Body Lotion
39.0,Personal Care Fragrance,Body Lotion,AWSOOYOR,AWSOOYOR Black Opium Perfumed Body Lotion 60g,138000.0,6700.0,4.6,Sweet / Gourmand,"Features Squalane, Niacinamide, and Vitamin E to deeply hydrate, prevent dry skin, and provide long-lasting fragrance.",Tiktok shop,International,Mass,Emerging,Body Lotion
40.0,Personal Care Fragrance,Body Lotion,Gumiho,Gumiho Reverse Time Whitening Body Lotion 300ml,440000.0,68.0,4.9,Fresh / Clean / Floral,"Formulated with a peptide complex for intensive wrinkle improvement, alongside deep skin condition enhancement, brightening, and a tone-up effect.",Tiktok shop,International,Affordable Premium,Emerging,Body Lotion
41.0,Personal Care Fragrance,Body Lotion,Cocoon,Bơ dưỡng thể cà phê Đắk Lắk Cocoon 200ml,206900.0,7100.0,5.0,Sweet / Gourmand,"Formulated with pure Đắk Lắk coffee oil, tamanu oil, and cocoa butter to deeply moisturize, soften rough skin texture, and restore full-body radiance.",Shopee,Local,Affordable Premium,Established,Body Lotion
42.0,Personal Care Fragrance,Body Lotion,Johnson's,Johnson's Baby Lotion Bedtime 100ml,109000.0,902.0,5.0,Floral,Sleep support; Soothing effect; Relaxing scent; 24-hour moisturization; Skin nourishment; Skin softening; Dermatologically tested; Pediatrician tested; pH-balanced; Hypoallergenic; Paraben-free; Phthalate-free; Dye-free,Shopee,International,Mass,Established,Body Lotion
